customer_tweet_id,customer_msg,brand_reply,created_at
2783236,"@116928 hola, queria saber si se pueden seguir adquiriendo desde españa apps marcadas como ""actually free"", ya que en la pagina web (amazon.es) me aparecen, pero en las apps para android no me salen, o me pone que no se pueden adquirir por restriccion geografica. gracias","@777185 Hola, recuerda que el contenido puede ser adquirido dependiendo de que así lo permita el sistema operativo y la región en la que te encuentras. ^KS",Tue Nov 21 17:17:37 +0000 2017
2875045,@115821  I love you Amazon!,@798153 Awwww! 😍 We love our amazing customers like you! Thanks for taking the time to share the love with us! 💙,Tue Nov 28 04:38:39 +0000 2017
2972014,"@116090 .. I have never before endured customer service so awful. So... here I am turning to social media in the hopes that you will listen. I have been wrongfully charged for two products twice.... don’t give them your credit card information!!! 
#holidayshopping #Christmas",@819718 I'm very sorry for the poor experience! This is not what we like to hear from our customers. We'd like to help! Could you tell us more about what's going on? ^HM,Thu Nov 30 00:57:08 +0000 2017
530810,"@116928 Se me re-embolsa el pedido sin mi conocimiento y cuando llamo para  preguntar por que, me piden que haga otro pedido a los nuevos precios  perdiendo las ofertas que habia. Vaya cachondeo!!! El transportista ni  llamo a mi puerta. El quien paga el pato soy yo","@242942 Hola David, lamentamos lo sucedido. ¿Podrías comentarnos si el producto ha sido vendido y enviado por Amazon o bien por un vendedor externo? ^FZ",Sat Dec 02 10:01:34 +0000 2017
72006,"@115851 Hi sir, I am blind and in Mumbai India. I have bought  Amazon echo  with lot of hope. However, my experience is extremely bad to say the least. I am not receiving much help from Amazon India. Please do help @121284","@132155 I’m sorry about the experience with Echo device. I’d like to look into this, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",Thu Nov 30 05:19:14 +0000 2017
2154244,@115830 another days wages lost waiting in to sign for a parcel at my home which your driver says doesn’t exist. Furious is an understatement right now,@358164 Oh no! I am sorry for this situation you are experiencing! We would like to see what we can do to help! Can you tell us know about what is going on? ^DJ,Mon Nov 20 14:33:16 +0000 2017
1676485,@AmazonHelp Sale with: Amazon EU S.a.r.L. and delivery method: One-Day Delivery. The game is released this Friday 20/10/2017 not in December...,@509985 Can you tell us which platform/version you had pre-ordered? Is it listed on this page? https://t.co/u6G6aKlmMV ^MJ,Tue Oct 17 16:11:41 +0000 2017
2680358,Hmmm...what about Echo Spot? @115833 https://t.co/olN5IOOX4t,@754113 The Echo Spot isn't listed there because it has not yet been released. The Echo Spot will be compatible with Routines. ^CH,Mon Oct 30 20:03:42 +0000 2017
1277065,"@AmazonHelp Hi Amazon, after much drama, a promised redelivery which turned into a refund, &amp; me having to re-order, I finally got my item. However,","@418899 This isn't what we would have expected! At your convenience, pls reach out to us by phone or chat: https://t.co/JzP7hlA23B ^KJ",Sat Oct 28 15:36:09 +0000 2017
1428574,"@115851 sent you one email with an idea that could help Amazon India customers, hope you like it.","@451824 Thank you for your feedback and idea, Bhavin! It will be shared with the relevant team for review. ^SF",Thu Nov 02 06:04:17 +0000 2017
2662710,@AmazonHelp @115821 I want my FULL REFUND AS PROMISED!!!,"@381328 Hi, sorry to hear that. Have you spoken to a manager in relation to this? ^JJ",Tue Oct 31 06:12:49 +0000 2017
2748338,@AmazonHelp Nono l’ho già guardato fin troppo 🙈 non ci sta più niente nel carrello 😂,@769540 Ti stiamo immaginando così! 😂 ^CS https://t.co/Ah5psau1eh,Tue Nov 21 11:56:12 +0000 2017
477719,"@AmazonHelp Nouvelle date de livraison estimée : 1 déc. - 4 déc.      

Merci @120534 pour foutre en l'air mon jour de repos...

@AmazonHelp La marche à suivre ? Parce que je paye un abonnement PRIME quand même pour une livraison en 1 jour...",@228485 Vous pouvez contacter notre service client afin de remonter cela au service concerné ^ME,Fri Dec 01 19:03:29 +0000 2017
1435692,@AmazonHelp I did all of that...,@165088 Who was the carrier listed for this order here: https://t.co/Y5jpI9gRhE ? Please let us know! ^LB,Thu Nov 02 14:29:42 +0000 2017
852795,"@AmazonHelp It's tomorrow, but it was supposed to be dispatched yesterday. My guess is that it's close to my address?","@322585 Orders can ship the day of delivery and still arrive on time, Hannah! Let us know if yours doesn't arrive on the date given! ^KN",Fri Oct 20 15:57:01 +0000 2017
347475,@AmazonHelp You guys randomly cancelled my orientation the day I showed up without any notice to myself or any other day 1’s :/ haven’t heard back yet,@198751 Have you contacted the recruiting manager for more information? ^RR,Sun Oct 08 05:24:21 +0000 2017
840897,Just thanked by @115821 for feedback I didn't give them. If I HAD given feedback would have been negative. But mails (of course) no-reply.,@320060 Apologies - was this for a product review or did you contact us ? ^TD,Fri Oct 13 11:29:01 +0000 2017
163638,"@AmazonHelp Hi, my parcel is showing as delivered at 16:18 but it isn't here, nor has it been left in any safe place or a note left?","@153852 I'm sorry your parcel has not been received, Ben! Have you tried these tips for locating missing parcels scanned as delivered: https://t.co/YkJa1G5cJT ? ^TH",Fri Nov 24 19:20:21 +0000 2017
205177,lol @115821 are you serious with this packaging? https://t.co/3kW3XRJcjT,@164600 We're always looking to improve! Please share your feedback/requests here: https://t.co/KWsBkji2EN ^GG,Wed Oct 04 23:51:17 +0000 2017
1058019,@AmazonHelp Yeah just checked now and I haven't received anything.,@269386 Apologies for the delay. Hopefully you'll receive it soon. Keep us posted. ^PK,Fri Oct 20 10:42:52 +0000 2017
1570939,@116316 wann verschickt ihr die Xbox One X SE?:) @AmazonHelp,@484404 Welcher Liefertermin wurde dir denn im Bestellprozess angezeigt? :) ^SI,Sat Nov 04 16:33:56 +0000 2017
2290590,Amazonプライムにけいおんの劇場版来てる！！！見よ✧(  ु•⌄• )◞◟( •⌄• ू )✧,@665364 ぜひお楽しみください～✧ \( °∀° )/ RI,Sun Nov 12 08:09:25 +0000 2017
1536197,@AmazonHelp  yet another issue with a same day order and two very upset boys. https://t.co/4n9VDVT3Dh,@399432 I'm sorry for the repeated delivery issues! What was the delivery date given in your order confirmation e-mail? ^MO,Fri Nov 03 23:33:30 +0000 2017
1916363,@AmazonHelp Et un lancement est prévu un jour en France ?,@570801 Bonne question! Nous ne manquerons pas de remonter cela. ^ASZ,Wed Oct 18 16:52:02 +0000 2017
1308066,@115821 I’m confused. I pay for one day shipping and it’s still going to take two days. Why?,"@425664 One day shipping refers to transit time, in business days, once your order ships. To learn more: https://t.co/P9jJVU2rXr ^JP",Fri Oct 27 03:26:08 +0000 2017
789264,"@AmazonHelp I'll try, thanks 😬✌️",@308217 Keep us posted if you still face issues. ^YP,Thu Oct 12 12:25:57 +0000 2017
1102614,@AmazonHelp @115821 Please DM me for details. I hope you're going to make this right.,@380183 We have provided more information through DM. We look forward to hearing from you! We want to make this right! ^SD,Mon Oct 23 22:52:30 +0000 2017
1719191,@AmazonHelp Still there is no update,@520458 That's strange. I'm sure you would have received an update from our team. You could check for the same here https://t.co/skS2vh4tFn. ^VM,Thu Nov 30 06:05:51 +0000 2017
248601,"@115830 thank you for failing to deliver my second order in a row, both meant to be Prime  / Next day.  I officially hate Amazon.",@175064 I'm sorry your order missed the estimated delivery date: https://t.co/BQmcNXViiI. Please contact us: https://t.co/oGDklGgbCZ. ^AF,Thu Oct 05 16:30:07 +0000 2017
643669,@115850 Got to know that product is lying at Amazon Jhandewalan office and yet it has not been delivered yet..,@214414 We've received your details and shall reach out to you with an update soon. ^GS,Fri Oct 13 07:32:54 +0000 2017
1020074,"I wake up to my @116090 account being hacked, but no purchase being made yet.

Little did the hacker know, I was able to sign into my account via the mobile app with touch ID to remove my credit card.

Out-Played.","@361372 Hi Max, sorry to hear that. Have you reported this to us here: https://t.co/Q7Ftz6nj80? ^JJ",Sat Nov 25 17:38:14 +0000 2017
627776,@AmazonHelp It has arrived at the amazon ficility in east point GA this morning. It says my package will arrive today or Friday.,@268680 Keep us posted on the delivery! We want to be sure you receive it. ^MT,Wed Nov 22 15:10:31 +0000 2017
2779140,@AmazonHelp Creo que si cumple con los requisitos https://t.co/w6hW33ApIH,"@776276 Entiendo, gracias por la información. En este caso, te recomiendo reportar lo sucedido con Servicio al Cliente directamente: https://t.co/beR78zMMYB. ^KS",Tue Nov 21 16:17:15 +0000 2017
2566925,"@AmazonHelp @115850 
Now denying a refund ...

ORDER # 406-9675800-8579560 https://t.co/HHl9uKQoUa","@130724 Sorry for the experience you had, Parth. Please drop your details here: https://t.co/beaaDm0muc and we’ll contact you at the earliest. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^NK",Thu Nov 16 19:30:58 +0000 2017
2538939,@AmazonHelp Hi using everything correct as I usually would - even attempted to reset my password just to be 100% sure and getting the below https://t.co/zjKPze8ZrX,"@722081 Sorry about that Joshua, can you use this ink to get in touch:  https://t.co/zYVX1Qi29G and we'll be happy to help. ^RS",Thu Nov 16 09:53:36 +0000 2017
74574,"@AmazonHelp Todos os livros basicos de D&amp;D 5ed. Players Handbook, Dungeon Master e Monsters Manual",@132705 Que emoção Hour! Manda uma foto bem linda para gente 🤗. ^AZ,Thu Nov 30 11:23:19 +0000 2017
910781,@AmazonHelp The details have already been shared on the link provided by you.await your call immediately.,@255259 Thank you for sharing your details. Our team will get back to you with a resolution soon. ^GU,Fri Oct 20 13:00:24 +0000 2017
2448288,@115821 tracking says my shipment was delivered but it hasn’t arrived. What do I️ do?,@395207 I'm so sorry your package was scanned delivered but not receive. Can you please confirm when it was delivered? You can check that information here: https://t.co/Y5jpI9gRhE. And you can learn about missing package here: https://t.co/XFkHqNQKrg. Keep us posted! ^LH,Wed Nov 15 02:14:37 +0000 2017
530032,"@115830 your customer service is so atrocious I am taking matters to small claims court. It is horrid, useless, nothing short of a slap in the face. I have no choice now but to make this a legal and police matter","@242739 Thank you for contacting us. I am sorry for your poor experience. We are here to help! Without giving any sensitive account/personal information, can you tell us more about what's going on? ^SC",Sat Dec 02 09:01:42 +0000 2017
16443,@AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence.,@119621 Unforeseen circumstances can cause delays and we appreciate your patience while we are working to get your packages delivered. ^TN,Wed Nov 01 04:30:43 +0000 2017
795164,@AmazonHelp Do u really want to help me? Or you are aggrevating the prblm so that I leave the issue and run away. Pathetic service from Amazon,@309587 Thanks. We'll check and revert at the earliest. ^HK,Thu Oct 12 14:39:36 +0000 2017
2840137,@115821 what's the point of paying extra for same day delivery if my order is almost 3 days late?  #VeryFrustrated #nothappy,"@790363 I'm sorry your order hasn't arrived. Have we provided a new delivery date? If your item has shipped, what's the latest tracking information here: https://t.co/Y5jpI9gRhE? ^RA",Mon Nov 27 16:26:46 +0000 2017
865819,"@115850 Amazon sells fake mobile. It has been confirmed by manufacturer. Even after sending original mail from manufacturers that the mobile is fake, it raises illogical demand of sending screenshot of mail. Does anyone require any more proof that Amazon is fraud","@270757 I'd like to personally help you. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR",Fri Nov 10 01:50:34 +0000 2017
2343971,"@AmazonHelp Hi I have just realized that I was expecting an order, do you think that I was sent the wrong order? And will it be possible to send me my correct order?","@677885 Hi Sandra, sorry for the mix-up! We're unable to see your order details here on Twitter but please feel free to reach out to us directly so we can look at our available options: https://t.co/JzP7hlA23B ^BG",Mon Nov 13 15:37:05 +0000 2017
1293052,Pretty wasteful @115821 https://t.co/uFYikWnMmi,@422385 Thanks for bringing this to our attention! Plz leave packaging feedback here: https://t.co/4PMhmghh37 so we may improve ^KL,Thu Oct 26 19:58:12 +0000 2017
2901072,@AmazonHelp Bonjour j’ai un soucis pouvez-vous m’aider s’il vous plaît merci ?,"@803601 Bonjour, en quoi pourrais-je vous aider? ^BR",Tue Nov 28 18:10:25 +0000 2017
1165284,@115821 @115821 this is the order. It was sent to us as a gift not ordered by us. Huge unnecessary packaging. https://t.co/yvDbK5qqNk,"@394093  We're always looking for ways to improve. Please send us your packaging feedback here: https://t.co/fxgZ6hTrFA

-LH",Wed Oct 18 13:39:21 +0000 2017
2781829,@AmazonHelp votre service appel téléphone ne va pas j'attend de vos nouvelles pour régler ce problème,@776875 Avez-vous déjà contacté notre service client je vous prie? ^BR,Tue Nov 21 18:43:58 +0000 2017
1705388,"@AmazonHelp I do! Someone refunded me last night, and I ordered again. I didn't think the delivery company would just drop off the original like this.","@516905 If the original has arrived, please let us look into options with you here: https://t.co/hFEHMfPoiq ^DO",Mon Nov 06 22:46:12 +0000 2017
173403,@AmazonHelp Wishlist URL is https://t.co/GsTAWIRLqu,@156593 Interesting! We certainly want to look into this. Please get in touch with us here to discuss the https://t.co/nUUp5MLhYl listing: https://t.co/hApLpMlfHN ^SH,Fri Nov 24 23:34:55 +0000 2017
2166603,"@115850 Whats the point giving code which never works and give error ""This property is not participating in the offer"" -Lucky Winner of Amazon Great Indian Festival 2017",@635873 We would like to understand the issue in a better way. Kindly elaborate on the concern for us. ^CB,Thu Nov 09 09:51:32 +0000 2017
2384904,@115830 really?!? Worst content to packaging ratio I've seen to date! Not very green are you? 😡 https://t.co/wGrkzzJt0f,@687394 Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^KM,Fri Oct 20 08:54:20 +0000 2017
2388009,@AmazonHelp Thank you. Im trying to do it via the app,"@556985 As we can't access accounts here, please get in touch: https://t.co/LRfqXKfCuy we'll be happy to help. ^BD",Tue Nov 14 07:59:55 +0000 2017
1297480,@AmazonHelp You guys messed the order up. You look into locating it.,"@369036 I'm sorry, we'd like to help, but we don't have access to your order through Twitter. Who was the carrier for your order? ^MB",Thu Oct 26 22:24:41 +0000 2017
1398858,@AmazonHelp  I ordered one phone lg q6  14th Oct and paid advance payment due to some problem I back my phone to Amazon executive same day,@445299 I understand your concern. Have you reported this to our support team here: https://t.co/rS49hgsbvd for assistance? ^GD,Sat Oct 28 16:09:45 +0000 2017
954899,@AmazonHelp That an investigation has been triggered. I want someone from the UK side of amazon to call me this morning,"@346572 Hi, We are unable to access your account via Twitter. We would have to ask you to reach out to us directly. Once an investigation has been started we will reach out to you directly once its completed. ^CR",Sat Nov 11 08:10:11 +0000 2017
2129044,"So my package that was “delivered” Sunday was “delivered” today. Thanks, Amazon",@626732 I'm sorry you didn't receive your order as anticipated; who was the carrier listed for this order: https://t.co/Y5jpI9gRhE? ^WM,Wed Nov 08 18:24:57 +0000 2017
464378,@115821 Why pay for #AmazonPrime when Amazon does not hold up its end of the bargain &amp; offers a plethora of excuses when they are at fault?,"@224912 I understand delivery issues can be frustrating and we want to help! Just to clarify so we can assist better, is there a current order that you are having issues with here: https://t.co/Y5jpI9gRhE? ^SG",Fri Dec 01 03:19:04 +0000 2017
2346252,"@115821 @AmazonHelp @81 @115817 if you either have my tweets muted or you've simple will not answer this tweet, I will continue to move forward with out account termination. So it is imperative that you answer this &amp; insure that all package will be delivered @81 or @115817 Only",@385916 I'm sorry for the issues you've had with your deliveries. We are unable to access account or order info via Twitter. Is there a particular carrier you're having an issue with when they are assigned to deliveries? ^DO,Mon Nov 13 16:15:38 +0000 2017
1712041,@AmazonHelp Atendida de forma exemplar!! Obrigado @AmazonHelp,@518583 Fico feliz em saber que você recebeu a assistência que precisava. ^VM,Tue Nov 07 08:43:10 +0000 2017
264702,@AmazonHelp so stop your robot reverts and provide us exact resolution as soon as possible.,@165815 We're working on the issue and I see that a correspondence has been sent. Kindly check it here :https://t.co/DTSNmGldJf ^PR,Tue Oct 10 05:07:33 +0000 2017
58749,@AmazonHelp It says it was delivered yesterday,"@129372 Thanks for confirming, Aaliyah! Let's try locating your package using the steps found here: https://t.co/Q8gjPhXRq5 ^FD",Wed Nov 01 20:48:55 +0000 2017
888413,"@115821, against our complaint and refund request against order no.402-573-4541-1452349,for MOTO G5S PLUS GOLD 64 GB , sorry to say that nothing positive has been done till date. It has been a sad, frustrating and pathetic experience for us. Soooo sad !",@330936 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,Sat Nov 25 15:38:05 +0000 2017
1451796,@AmazonHelp Non mais d'habitude on reçoit les jeux soit le jour même soit le lendemain mais pas une semaine après alors que vous l'avez en stock,"@456911 Il faut sélectionner le mode de livraison ""en 1 jour ouvré"" (3.99€) en validant la commande pour le recevoir le jour J. ^MH",Sat Oct 28 20:52:03 +0000 2017
17234,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,"@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC",Wed Nov 01 03:55:49 +0000 2017
2728957,@119625 there is something wrong with adi shankaracharya movie subtitles please correct it,"@217593 The subtitles seem to be playing fine during the movie, could you please specify the error you're finding so that we can check this for you. ^VN",Mon Nov 20 14:09:01 +0000 2017
2627654,@AmazonHelp Yes you guys did. We definitely selected 2 day free shipping and it was an option for both purchases,"@742152 Have you had a chance to speak with us about these orders here: https://t.co/hApLpMlfHN If so, what information and options were provided? ^RA",Fri Nov 17 17:01:40 +0000 2017
1768283,"Tell me why @115821 uses boxes way too big for what’s inside them? We ordered a board game, it came in a box that could fit a flat screen tv",@531661 We're always looking for ways to improve. Help us out by sending your packaging feedback here: https://t.co/Q9zRh5mEWE ^EA,Tue Nov 07 21:59:42 +0000 2017
121118,@AmazonHelp I guess i did get prime but couldnt remember. Thanks 😜,"@142959 Thanks for the update, Rob. Let us know if there's anything else we can do for you.  ^SE",Thu Nov 23 23:20:46 +0000 2017
2311270,@AmazonHelp 26 de julio de 2017 - 08 de agosto de 2017,@670310 Lamento el atraso. ¿El pedido fue gestionado por Amazon o por un vendedor desde nuestro sitio? ^CR,Thu Oct 19 22:21:02 +0000 2017
2132872,@AmazonHelp really fun new update... says it was delivered Friday? Nope. It’s truly a mystery.,"@530544 I'm sorry Amanda, we don't have access to your personal account via social media, however, you can reach out to us here for your same day shipping refund: https://t.co/hApLpMlfHN ^SY",Mon Nov 13 01:36:55 +0000 2017
1089824,@377115 @53379 @115850 @115821 Same thing has hapen to me I have ordered addidas shoes from my hard earned money and and Amazon is clueless about its whereabouts.,"@384699 I understand your concern, please contact us here: https://t.co/rS49hgaADF and I'll be glad to help you. ^SY",Tue Oct 24 06:52:37 +0000 2017
2419881,@AmazonHelp I’ll was apparently delivered by Amazon shipping and no more info.,@695173 Please give us a call here: https://t.co/JzP7hlA23B and we'd be more than happy to review available options with you. ^EZ,Sat Nov 25 22:49:22 +0000 2017
2906583,@115830 why do I pay prime membership when nothing turns up next day even though it says it will and I can buy the items cheaper not on prime. Time to cancel I think.,"@804854 I'm sorry to hear this, Stephen! Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? ^HM",Tue Nov 28 20:02:20 +0000 2017
992345,@AmazonHelp @115850 Am waiting for your action! Still no response. Either refund or replace.,"@210667 We've sent you a correspondence. Kindly reply to the same, we'll check this for you. ^SG",Sun Oct 22 13:23:21 +0000 2017
487697,"@AmazonHelp I did, it says no messages lol. I'm very confused","@231086 Okay, let's try this. We aren't able to access account details via Twitter so when you have a moment, please reach out to us directly here so that we can take a look into this for you: https://t.co/hApLpMlfHN ^SM",Fri Dec 01 16:21:30 +0000 2017
526519,"Sweet! My order for a new PS4 controller from Amazon got ""lost"" in shipping. :) Ordered a replacement. Let's see how this one goes lol",@241846 Does the tracking give any information on what happened to the original order? You can check the details here: https://t.co/Y5jpI9ys9c.^BZ,Sat Dec 02 07:02:58 +0000 2017
71843,@AmazonHelp I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,@132121 Sorry to hear this. Please reach out to us here: https://t.co/zYVX1Qi29G so we can look into this for you.^ES,Thu Nov 30 10:13:25 +0000 2017
2872478,The status says delivered but where is my package @115821 https://t.co/U5OyBeqkPr,"@797535 Tiffany, I'm sorry to hear you haven't received your package. Please check out this checklist to confirm non-receipt: https://t.co/0SXVwfBVTJ. Please keep us posted.  ^SY",Tue Nov 28 03:27:00 +0000 2017
226029,@119625 Aap yeh kya jhoot bolte hai kuch din pahle maine amazone pe iphone jeeta tha woh aajtak nahi mila,@289776 about the contest you are concerned so that we can assist you further?  2/2 ^NK,Tue Oct 10 19:12:12 +0000 2017
1293047,Dopo 20 anni torno a guardare una serie TV ed è addiction. #Goliath #amazonvideo,@422383 Non è mai troppo tardi per ricominciare con le serie TV! ^CS https://t.co/TrAAgrpTZI,Thu Oct 26 20:43:37 +0000 2017
1284482,@AmazonHelp it's not my roku or Internet connection. It's your update! Seriously considering getting ride of @115821 #amazonprime disgusted,@420465 I'm very sorry for the inconvenience. Please leave your feedback here: https://t.co/5DdfZBEPsd so the proper team can view. ^NC,Tue Dec 13 18:15:24 +0000 2016
476160,"@AmazonHelp Yep, I do",@228185 During this busy time we have slightly extended the delivery window for some Prime eligible items. You can find out more info here: https://t.co/4ZVEs5Ydxx.^SM,Fri Dec 01 10:52:23 +0000 2017
2918640,@AmazonHelp @115821 do you find this level of damage acceptable when shipping an item? https://t.co/YmAlETeIxx,"@807838 I'm so sorry for the condition your package was delivered in! So we can get you the correct information, was the item fulfilled by Amazon or a Marketplace seller? ^AR",Wed Nov 29 00:23:33 +0000 2017
2804244,"Hey @115821, about done with you. This ""last leg"" strategy to save expense isn't working. Leave it at the door and let me deal with it.","@782180 Without posting personal or account information, can you tell us more? Are you currently having trouble with an order? ^LI",Wed Nov 22 02:20:42 +0000 2017
422220,@AmazonHelp No can i get my money back __email__ thats my paypal email,@215575 Did you mean to sign up to Prime? ^NV,Tue Oct 10 09:40:33 +0000 2017
179250,"@AmazonHelp Amazonプライム登録しました！
AbemaTVをテレビで見たいと思い、購入したのですが…
Amazonプライム(ﾟ∀ﾟ；)ﾔ・・・ｬﾊﾞ
なんで今まで知らなかったんだL(ﾟ□ﾟ)」ｵｰﾏｲｶﾞ!
テンション上がりまくりですよ(*^^*)
子供とテレビの取り合いになりそ(^^;","@158250 Fire TV Stickのご購入からプライムのご登録まで、押し売り状態で失礼いたしました。
プライム・ビデオでは様々なジャンルの作品をご用意しておりますので、どうぞ存分にお楽しみください♪ (お子様に負けないように！)O o｡.(´-`*) RI",Wed Oct 04 09:45:21 +0000 2017
1107237,"@115830 item is out of stock at the moment, if I order it now, will the amount it is priced today be charged to me when it's in stock?","@320416 Yes, if you place an order for an item not in stock, once in stock(via the same seller)you'll be charged the same once dispatched^TP",Sun Oct 15 08:57:47 +0000 2017
539819,@116875 ¿La temporada 3 de Mozart in the Jungle aún no está disponible para México?,"@245192 Hola Juan Luis, apenas tengamos novedades y actualizaciones en nuestro catálogo, será anunciado directamente en el sitio web. Te recomendamos mantenerte atento nuestra página. ¡Saludos! ^LG",Sat Dec 02 14:52:40 +0000 2017
1370757,"@AmazonHelp There is a flaw in your website. On countries settings , it shows "" India"". When i click change button, it shows Unites states by default.","@439075 That's odd, Pawan. Could you please help us with the screenshot? We'll get this checked. ^HD",Fri Oct 27 23:45:40 +0000 2017
1245442,@AmazonHelp AMZL US,@412169 Our team would like to personally look into this. Please send us your information here: https://t.co/rR8nshaq9a ^JP,Thu Oct 26 01:43:42 +0000 2017
248106,@AmazonHelp Porque me salta que no se a podido realizar la entrega si aun ni a salido? https://t.co/RyBTsRC1HG,"@174946 Hola Emilio, sentimos lo ocurrido. ¿Has conseguido hablar con la compañía de transporte para verificar lo que ocurrió? ^DA",Thu Oct 05 16:21:45 +0000 2017
2644547,"@AmazonHelp No, ultimately i have cancelled my order.
order ID 402-4604976-0247539.
kindly enquire further regarding the same.
as well as educated your courier service people how to talk customers.
AmzAgent contact number i received 9210352394",@746166 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS,Tue Oct 31 08:58:38 +0000 2017
1222594,Todavía no hay información sobre el transportista de mi pedido de AC. Me huelo que Amazon se va a marcar un Gundam Versus otra vez....,"@406882 Hola Ameijin, ¿cuál es la fecha estimada de entrega de tu pedido? ^LG",Wed Oct 25 15:31:24 +0000 2017
921157,"@AmazonHelp ご丁寧にありがとうございます😊
amazonさんに連絡した所返品になりました。",@338673 リプライいただき恐縮です。この度は、ご迷惑をおかけし申し訳ございませんでした。ET,Sat Oct 21 05:34:25 +0000 2017
2890588,"@115851 i know you probably will never read this but in the last month or so ur Prime membership has failed to deliver within the ""guaranteed"" time..kinda makes me think twice if having Prime is even worth it anymore @AmazonHelp #changeisalwaysgood no prime will teach patience",@801375 So sorry to hear about the late orders! Are there any current orders we'd be able to help you with? ^GS,Tue Nov 28 13:50:15 +0000 2017
1565913,@AmazonHelp It should be a public matter. I have tried of calling Amazon customer care but havent received my money back.,@483382 mentioned earlier please open the link that was provided earlier and respond there. We assist you further. 2/2 ^NK,Sat Nov 04 14:38:08 +0000 2017
1024194,@132994 I want to buy #OnePlus5  mobile under exchange offer but @115850 exchange offer not available at our area PinCode: 530020 (Visakhapatnam) https://t.co/A6bIx8To8h,"@362382 the product is Fulfilled by Amazon, your delivery location, availability of Buyback partners for that location, etc.(2/2) ^CB",Sat Oct 14 16:42:29 +0000 2017
425037,"@AmazonHelp Thankyou. 
And as far as the return goes? I put the accepted request through Sunday 19th, and it said next business day(which I took to be the 20th - today) to pick-up - still does. No sign of Hermes..",@216145 That's odd! Let's take a look into this return problem in real-time. Please reach out to us through phone or chat here: https://t.co/JzP7hlA23B ^HM,Mon Nov 20 18:39:56 +0000 2017
593455,December sucks atm because everything I buy on amazing is getting delayed because everyone is buying shit on amazon for Christmas,@260511 I'm sorry for the wait. Some items aren't able to ship immediately. Our shipping times are the transit time from when we ship the item till you receive it. What date is given on your order confirmation e-mail? ^AN,Sun Dec 03 17:51:20 +0000 2017
1774263,"@AmazonHelp @121284 Why does it give me this error when I open Settings page, it shows when I open Alexa app on my mobile as well https://t.co/izAhpyqEWl",@449294 kindly connect with us using this link here: https://t.co/00q4Sqj9zL and we'll check this. (2/2) ^KA,Wed Nov 08 03:28:19 +0000 2017
1229466,@AmazonHelp It’s 4 items. Micandle. Amazon. Halier. Amazing quality.,"@362689 Thank you, Stacy! Let's take a deeper look into the order by phone/chat here: https://t.co/hApLpMlfHN and see what happened. ^TG",Mon Oct 16 01:17:36 +0000 2017
2882561,Wenn die Outlook App dir die Emails von gestern erst jetzt anzeigt und du die kurze Verfügbarkeit der Monster Hunter Collectors Edition auf @116316  verpasst. Ich raste aus...,"@131789 So eine blöde App! Aber sieh einfach ab und zu nochmal bei uns rein. Versprechen kann ich zwar nichts, aber ab und an kommen Angebote erneut. Ich drücke dir auf jeden Fall die Daumen. Viele Grüße ^TR",Tue Nov 28 09:59:39 +0000 2017
952537,@Amazonhelp AMZL said they made an attempt to deliver. Been home all day. AMZL is like the ENRON of delivery services.,@345990 I'd like to have a member of our team take a look at this for you. Please provide detailed info here: https://t.co/TJUd0kkFSP ^KP,Sat Oct 21 21:12:34 +0000 2017
1384076,@AmazonHelp Delayed,@442102 Have you received an updated delivery date? Who's the carrier listed here: https://t.co/Y5jpI9gRhE? ^KP,Sat Nov 25 21:57:29 +0000 2017
354497,@AmazonHelp I have lost patience. And i believe you folks @115850  don't care about it,@200264 Any communication will be sent here: https://t.co/0ewkYhOiSB. Please revert to it for further assistance. ^RW,Wed Oct 11 11:20:39 +0000 2017
1083821,"@115821 / @AmazonHelp - Two day delivery is the promise, not “two days + processing + transit time.” Feeling like a 2nd class Prime member. https://t.co/tflnDw0Uin",@375664 (2/2) details here: https://t.co/hQdlywCsO7 ^AR,Mon Oct 23 17:41:08 +0000 2017
1290410,"@116928 Hola, tengo un problema con los datos de una factura, ¿podéis echarme una mano?","@421772 Hola. Sin brindar datos personales o de tu cuenta, ¿cómo podemos ayudarte? ^JQ",Thu Oct 26 20:18:30 +0000 2017
1107886,@AmazonHelp still unresolved. &gt;1hour on hold to Amazon. now told I'll be called back in 10 mins from a manager. Was told this 3 hours ago. Dreadful,@381484 Sorry to hear a resolution has yet to be reached. Contact us here &amp; ask for a lead   https://t.co/JzP7hlA23B ^KM,Sun Oct 15 12:00:59 +0000 2017
